"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
30,3,29.5,1.96,-0.379004080464816
30,3,29.5,1.98,-0.405235871661755
30,3,29.5,2,-0.435619825336798
30,3,29.5,2.02,-0.471215889088922
30,3,29.5,2.04,-0.513437504461801
30,3,29.5,2.06,-0.564201412430762
30,3,29.5,2.08,-0.626155415031031
30,3,29.5,2.1,-0.703033042247578
30,3,29.5,2.12,-0.800220589152716
30,3,29.5,2.14,-0.925690447569251
30,3,29.5,2.16,-1.09158744270286
30,3,29.5,2.18,-1.31702204941281
30,3,29.5,2.2,-1.63318377604685
30,3,29.5,2.22,-2.09311423862924
30,3,29.5,2.24,-2.79133671432177
30,3,29.5,2.26,-3.90594520674275
30,3,29.5,2.28,-5.79981337481418
30,3,29.5,2.3,-9.33844769743608
30,3,29.5,2.32,-17.8535943151645
30,3,29.5,2.34,-18.7523875472941
30,3,29.5,2.36,-9.71245371450799
30,3,29.5,2.38,-6.07732957385712
30,3,29.5,2.4,-4.14655778161728
30,3,29.5,2.42,-3.01211660434441
30,3,29.5,2.44,-2.30155219610288
30,3,29.5,2.46,-1.83375486777053
30,3,29.5,2.48,-1.51287561058731
30,3,29.5,2.5,-1.28510244830707
30,3,29.5,2.52,-1.11872139036788
30,3,29.5,2.54,-0.994238619835746
30,3,29.5,2.56,-0.899220296113785
30,3,29.5,2.58,-0.825472645576801
30,3,29.5,2.6,-0.7674380568927
30,3,29.5,2.62,-0.721249396801777
30,3,29.5,2.64,-0.684154034136892
30,3,29.5,2.66,-0.65415261159479
30,3,29.5,2.68,-0.629766423098378
30,3,29.5,2.7,-0.609883978965591
30,3,29.5,2.72,-0.593657579907361
30,3,29.5,2.74,-0.580432210009102
30,3,29.5,2.76,-0.569695761421331
30,3,29.5,2.78,-0.561043613183521
30,3,29.5,2.8,-0.554153041561947
30,4,29.5,1.8,-0.250681687646521
30,4,29.5,1.82,-0.261950766694274
30,4,29.5,1.84,-0.274130143258846
30,4,29.5,1.86,-0.287390214390834
30,4,29.5,1.88,-0.30193672848566
30,4,29.5,1.9,-0.318020779438527
30,4,29.5,1.92,-0.335952144768127
30,4,29.5,1.94,-0.356117301866941
30,4,29.5,1.96,-0.379004080464816
30,4,29.5,1.98,-0.405235871661755
30,4,29.5,2,-0.435619825336798
30,4,29.5,2.02,-0.471215889088922
30,4,29.5,2.04,-0.513437504461801
30,4,29.5,2.06,-0.564201412430762
30,4,29.5,2.08,-0.626155415031031
30,4,29.5,2.1,-0.703033042247578
30,4,29.5,2.12,-0.800220589152716
30,4,29.5,2.14,-0.925690447569251
30,4,29.5,2.16,-1.09158744270286
30,4,29.5,2.18,-1.31702204941281
30,4,29.5,2.2,-1.63318377604685
30,4,29.5,2.22,-2.09311423862924
30,4,29.5,2.24,-2.79133671432177
30,4,29.5,2.26,-3.90594520674275
30,4,29.5,2.28,-5.79981337481418
30,4,29.5,2.3,-9.33844769743608
30,4,29.5,2.32,-17.8535943151645
30,4,29.5,2.34,-18.7523875472941
30,4,29.5,2.36,-9.71245371450799
30,4,29.5,2.38,-6.07732957385712
30,4,29.5,2.4,-4.14655778161728
30,4,29.5,2.42,-3.01211660434441
30,4,29.5,2.44,-2.30155219610288
30,4,29.5,2.46,-1.83375486777053
30,4,29.5,2.48,-1.51287561058731
30,4,29.5,2.5,-1.28510244830707
30,4,29.5,2.52,-1.11872139036788
30,4,29.5,2.54,-0.994238619835746
30,4,29.5,2.56,-0.899220296113785
30,4,29.5,2.58,-0.825472645576801
30,4,29.5,2.6,-0.7674380568927
30,4,29.5,2.62,-0.721249396801777
30,4,29.5,2.64,-0.684154034136892
30,4,29.5,2.66,-0.65415261159479
30,4,29.5,2.68,-0.629766423098378
30,4,29.5,2.7,-0.609883978965591
30,4,29.5,2.72,-0.593657579907361
30,4,29.5,2.74,-0.580432210009102
30,4,29.5,2.76,-0.569695761421331
30,4,29.5,2.78,-0.561043613183521
30,4,29.5,2.8,-0.554153041561947
30,5,29.5,1.8,-0.250681687646521
30,5,29.5,1.82,-0.261950766694274
30,5,29.5,1.84,-0.274130143258846
30,5,29.5,1.86,-0.287390214390834
30,5,29.5,1.88,-0.30193672848566
30,5,29.5,1.9,-0.318020779438527
30,5,29.5,1.92,-0.335952144768127
30,5,29.5,1.94,-0.356117301866941
30,5,29.5,1.96,-0.379004080464816
30,5,29.5,1.98,-0.405235871661755
30,5,29.5,2,-0.435619825336798
30,5,29.5,2.02,-0.471215889088922
30,5,29.5,2.04,-0.513437504461801
30,5,29.5,2.06,-0.564201412430762
30,5,29.5,2.08,-0.626155415031031
30,5,29.5,2.1,-0.703033042247578
30,5,29.5,2.12,-0.800220589152716
30,5,29.5,2.14,-0.925690447569251
30,5,29.5,2.16,-1.09158744270286
30,5,29.5,2.18,-1.31702204941281
30,5,29.5,2.2,-1.63318377604685
30,5,29.5,2.22,-2.09311423862924
30,5,29.5,2.24,-2.79133671432177
30,5,29.5,2.26,-3.90594520674275
30,5,29.5,2.28,-5.79981337481418
30,5,29.5,2.3,-9.33844769743608
30,5,29.5,2.32,-17.8535943151645
30,5,29.5,2.34,-18.7523875472941
30,5,29.5,2.36,-9.71245371450799
30,5,29.5,2.38,-6.07732957385712
30,5,29.5,2.4,-4.14655778161728
30,5,29.5,2.42,-3.01211660434441
30,5,29.5,2.44,-2.30155219610288
30,5,29.5,2.46,-1.83375486777053
30,5,29.5,2.48,-1.51287561058731
30,5,29.5,2.5,-1.28510244830707
30,5,29.5,2.52,-1.11872139036788
30,5,29.5,2.54,-0.994238619835746
30,5,29.5,2.56,-0.899220296113785
30,5,29.5,2.58,-0.825472645576801
30,5,29.5,2.6,-0.7674380568927
30,5,29.5,2.62,-0.721249396801777
30,5,29.5,2.64,-0.684154034136892
30,5,29.5,2.66,-0.65415261159479
30,5,29.5,2.68,-0.629766423098378
30,5,29.5,2.7,-0.609883978965591
30,5,29.5,2.72,-0.593657579907361
30,5,29.5,2.74,-0.580432210009102
30,5,29.5,2.76,-0.569695761421331
30,5,29.5,2.78,-0.561043613183521
30,5,29.5,2.8,-0.554153041561947
25,0,30,1.8,-0.190949409833818
25,0,30,1.82,-0.195902097280645
25,0,30,1.84,-0.201008138045527
25,0,30,1.86,-0.20627419204551
25,0,30,1.88,-0.211707911339711
25,0,30,1.9,-0.217318018753941
25,0,30,1.92,-0.223114406292436
25,0,30,1.94,-0.229108257128281
25,0,30,1.96,-0.235312195845045
25,0,30,1.98,-0.24174047271109
25,0,30,2,-0.248409189171711
25,0,30,2.02,-0.25533657353284
25,0,30,2.04,-0.262543318103795
25,0,30,2.06,-0.270052992027583
25,0,30,2.08,-0.277892547876538
25,0,30,2.1,-0.286092945130605
25,0,30,2.12,-0.294689920303595
25,0,30,2.14,-0.303724942321058
25,0,30,2.16,-0.31324640360145
25,0,30,2.18,-0.323311113312283
25,0,30,2.2,-0.33398618113366
25,0,30,2.22,-0.345351409980087
25,0,30,2.24,-0.357502358053257
25,0,30,2.26,-0.37055428958074
25,0,30,2.28,-0.384647317536155
25,0,30,2.3,-0.399953162551163
25,0,30,2.32,-0.416684128659177
25,0,30,2.34,-0.435105157474221
25,0,30,2.36,-0.455550214023978
25,0,30,2.38,-0.47844485417801
25,0,30,2.4,-0.504337747611784
25,0,30,2.42,-0.533945385337593
25,0,30,2.44,-0.568216532631452
25,0,30,2.46,-0.608426791878224
25,0,30,2.48,-0.656319953866047
25,0,30,2.5,-0.714323466474105
25,0,30,2.52,-0.785883538315889
25,0,30,2.54,-0.875996585587043
25,0,30,2.56,-0.992066445846715
25,0,30,2.58,-1.14530056878145
25,0,30,2.6,-1.35296548819716
25,0,30,2.62,-1.64183305661172
25,0,30,2.64,-2.05241605660373
25,0,30,2.66,-2.63928150103014
25,0,30,2.68,-3.44485315467141
25,0,30,2.7,-4.37738543637507
25,0,30,2.72,-4.97318712892453
25,0,30,2.74,-4.67007085502098
25,0,30,2.76,-3.74553371227381
25,0,30,2.78,-2.825921084762
25,0,30,2.8,-2.1401028637379
25,1,30,1.8,-0.190949409833818
25,1,30,1.82,-0.195902097280645
25,1,30,1.84,-0.201008138045527
25,1,30,1.86,-0.20627419204551
25,1,30,1.88,-0.211707911339711
25,1,30,1.9,-0.217318018753941
25,1,30,1.92,-0.223114406292436
25,1,30,1.94,-0.229108257128281
25,1,30,1.96,-0.235312195845045
25,1,30,1.98,-0.24174047271109
25,1,30,2,-0.248409189171711
25,1,30,2.02,-0.25533657353284
25,1,30,2.04,-0.262543318103795
25,1,30,2.06,-0.270052992027583
25,1,30,2.08,-0.277892547876538
25,1,30,2.1,-0.286092945130605
25,1,30,2.12,-0.294689920303595
25,1,30,2.14,-0.303724942321058
25,1,30,2.16,-0.31324640360145
25,1,30,2.18,-0.323311113312283
25,1,30,2.2,-0.33398618113366
25,1,30,2.22,-0.345351409980087
25,1,30,2.24,-0.357502358053257
25,1,30,2.26,-0.37055428958074
25,1,30,2.28,-0.384647317536155
25,1,30,2.3,-0.399953162551163
25,1,30,2.32,-0.416684128659177
25,1,30,2.34,-0.435105157474221
25,1,30,2.36,-0.455550214023978
25,1,30,2.38,-0.47844485417801
25,1,30,2.4,-0.504337747611784
25,1,30,2.42,-0.533945385337593
25,1,30,2.44,-0.568216532631452
25,1,30,2.46,-0.608426791878224
25,1,30,2.48,-0.656319953866047
25,1,30,2.5,-0.714323466474105
25,1,30,2.52,-0.785883538315889
25,1,30,2.54,-0.875996585587043
25,1,30,2.56,-0.992066445846715
25,1,30,2.58,-1.14530056878145
25,1,30,2.6,-1.35296548819716
25,1,30,2.62,-1.64183305661172
25,1,30,2.64,-2.05241605660373
25,1,30,2.66,-2.63928150103014
25,1,30,2.68,-3.44485315467141
25,1,30,2.7,-4.37738543637507
25,1,30,2.72,-4.97318712892453
25,1,30,2.74,-4.67007085502098
25,1,30,2.76,-3.74553371227381
25,1,30,2.78,-2.825921084762
25,1,30,2.8,-2.1401028637379
25,2,30,1.8,-0.190949409833818
25,2,30,1.82,-0.195902097280645
25,2,30,1.84,-0.201008138045527
25,2,30,1.86,-0.20627419204551
25,2,30,1.88,-0.211707911339711
25,2,30,1.9,-0.217318018753941
25,2,30,1.92,-0.223114406292436
25,2,30,1.94,-0.229108257128281
25,2,30,1.96,-0.235312195845045
25,2,30,1.98,-0.24174047271109
25,2,30,2,-0.248409189171711
25,2,30,2.02,-0.25533657353284
25,2,30,2.04,-0.262543318103795
25,2,30,2.06,-0.270052992027583
25,2,30,2.08,-0.277892547876538
25,2,30,2.1,-0.286092945130605
25,2,30,2.12,-0.294689920303595
25,2,30,2.14,-0.303724942321058
25,2,30,2.16,-0.31324640360145
25,2,30,2.18,-0.323311113312283
25,2,30,2.2,-0.33398618113366
25,2,30,2.22,-0.345351409980087
25,2,30,2.24,-0.357502358053257
25,2,30,2.26,-0.37055428958074
25,2,30,2.28,-0.384647317536155
25,2,30,2.3,-0.399953162551163
25,2,30,2.32,-0.416684128659177
25,2,30,2.34,-0.435105157474221
25,2,30,2.36,-0.455550214023978
25,2,30,2.38,-0.47844485417801
25,2,30,2.4,-0.504337747611784
25,2,30,2.42,-0.533945385337593
25,2,30,2.44,-0.568216532631452
25,2,30,2.46,-0.608426791878224
25,2,30,2.48,-0.656319953866047
25,2,30,2.5,-0.714323466474105
25,2,30,2.52,-0.785883538315889
25,2,30,2.54,-0.875996585587043
25,2,30,2.56,-0.992066445846715
25,2,30,2.58,-1.14530056878145
25,2,30,2.6,-1.35296548819716
25,2,30,2.62,-1.64183305661172
25,2,30,2.64,-2.05241605660373
25,2,30,2.66,-2.63928150103014
25,2,30,2.68,-3.44485315467141
25,2,30,2.7,-4.37738543637507
25,2,30,2.72,-4.97318712892453
25,2,30,2.74,-4.67007085502098
25,2,30,2.76,-3.74553371227381
25,2,30,2.78,-2.825921084762
25,2,30,2.8,-2.1401028637379
25,3,30,1.8,-0.190949409833818
25,3,30,1.82,-0.195902097280645
25,3,30,1.84,-0.201008138045527
25,3,30,1.86,-0.20627419204551
25,3,30,1.88,-0.211707911339711
25,3,30,1.9,-0.217318018753941
25,3,30,1.92,-0.223114406292436
25,3,30,1.94,-0.229108257128281
25,3,30,1.96,-0.235312195845045
25,3,30,1.98,-0.24174047271109
25,3,30,2,-0.248409189171711
25,3,30,2.02,-0.25533657353284
25,3,30,2.04,-0.262543318103795
25,3,30,2.06,-0.270052992027583
25,3,30,2.08,-0.277892547876538
25,3,30,2.1,-0.286092945130605
25,3,30,2.12,-0.294689920303595
25,3,30,2.14,-0.303724942321058
25,3,30,2.16,-0.31324640360145
25,3,30,2.18,-0.323311113312283
25,3,30,2.2,-0.33398618113366
25,3,30,2.22,-0.345351409980087
25,3,30,2.24,-0.357502358053257
25,3,30,2.26,-0.37055428958074
25,3,30,2.28,-0.384647317536155
25,3,30,2.3,-0.399953162551163
25,3,30,2.32,-0.416684128659177
25,3,30,2.34,-0.435105157474221
25,3,30,2.36,-0.455550214023978
25,3,30,2.38,-0.47844485417801
25,3,30,2.4,-0.504337747611784
25,3,30,2.42,-0.533945385337593
25,3,30,2.44,-0.568216532631452
25,3,30,2.46,-0.608426791878224
25,3,30,2.48,-0.656319953866047
25,3,30,2.5,-0.714323466474105
25,3,30,2.52,-0.785883538315889
25,3,30,2.54,-0.875996585587043
25,3,30,2.56,-0.992066445846715
25,3,30,2.58,-1.14530056878145
25,3,30,2.6,-1.35296548819716
25,3,30,2.62,-1.64183305661172
25,3,30,2.64,-2.05241605660373
25,3,30,2.66,-2.63928150103014
25,3,30,2.68,-3.44485315467141
25,3,30,2.7,-4.37738543637507
25,3,30,2.72,-4.97318712892453
25,3,30,2.74,-4.67007085502098
25,3,30,2.76,-3.74553371227381
25,3,30,2.78,-2.825921084762
25,3,30,2.8,-2.1401028637379
25,4,30,1.8,-0.190949409833818
25,4,30,1.82,-0.195902097280645
25,4,30,1.84,-0.201008138045527
25,4,30,1.86,-0.20627419204551
25,4,30,1.88,-0.211707911339711
25,4,30,1.9,-0.217318018753941
25,4,30,1.92,-0.223114406292436
25,4,30,1.94,-0.229108257128281
25,4,30,1.96,-0.235312195845045
25,4,30,1.98,-0.24174047271109
25,4,30,2,-0.248409189171711
25,4,30,2.02,-0.25533657353284
25,4,30,2.04,-0.262543318103795
25,4,30,2.06,-0.270052992027583
25,4,30,2.08,-0.277892547876538
25,4,30,2.1,-0.286092945130605
25,4,30,2.12,-0.294689920303595
25,4,30,2.14,-0.303724942321058
25,4,30,2.16,-0.31324640360145
25,4,30,2.18,-0.323311113312283
25,4,30,2.2,-0.33398618113366
25,4,30,2.22,-0.345351409980087
25,4,30,2.24,-0.357502358053257
25,4,30,2.26,-0.37055428958074
25,4,30,2.28,-0.384647317536155
25,4,30,2.3,-0.399953162551163
25,4,30,2.32,-0.416684128659177
25,4,30,2.34,-0.435105157474221
25,4,30,2.36,-0.455550214023978
25,4,30,2.38,-0.47844485417801
25,4,30,2.4,-0.504337747611784
25,4,30,2.42,-0.533945385337593
25,4,30,2.44,-0.568216532631452
25,4,30,2.46,-0.608426791878224
25,4,30,2.48,-0.656319953866047
25,4,30,2.5,-0.714323466474105
25,4,30,2.52,-0.785883538315889
25,4,30,2.54,-0.875996585587043
25,4,30,2.56,-0.992066445846715
25,4,30,2.58,-1.14530056878145
25,4,30,2.6,-1.35296548819716
25,4,30,2.62,-1.64183305661172
25,4,30,2.64,-2.05241605660373
25,4,30,2.66,-2.63928150103014
25,4,30,2.68,-3.44485315467141
25,4,30,2.7,-4.37738543637507
25,4,30,2.72,-4.97318712892453
25,4,30,2.74,-4.67007085502098
25,4,30,2.76,-3.74553371227381
25,4,30,2.78,-2.825921084762
25,4,30,2.8,-2.1401028637379
25,5,30,1.8,-0.190949409833818
25,5,30,1.82,-0.195902097280645
25,5,30,1.84,-0.201008138045527
25,5,30,1.86,-0.20627419204551
25,5,30,1.88,-0.211707911339711
25,5,30,1.9,-0.217318018753941
25,5,30,1.92,-0.223114406292436
25,5,30,1.94,-0.229108257128281
25,5,30,1.96,-0.235312195845045
25,5,30,1.98,-0.24174047271109
25,5,30,2,-0.248409189171711
25,5,30,2.02,-0.25533657353284
25,5,30,2.04,-0.262543318103795
25,5,30,2.06,-0.270052992027583
25,5,30,2.08,-0.277892547876538
25,5,30,2.1,-0.286092945130605
25,5,30,2.12,-0.294689920303595
25,5,30,2.14,-0.303724942321058
25,5,30,2.16,-0.31324640360145
25,5,30,2.18,-0.323311113312283
25,5,30,2.2,-0.33398618113366
25,5,30,2.22,-0.345351409980087
25,5,30,2.24,-0.357502358053257
25,5,30,2.26,-0.37055428958074
25,5,30,2.28,-0.384647317536155
25,5,30,2.3,-0.399953162551163
25,5,30,2.32,-0.416684128659177
25,5,30,2.34,-0.435105157474221
25,5,30,2.36,-0.455550214023978
25,5,30,2.38,-0.47844485417801
25,5,30,2.4,-0.504337747611784
25,5,30,2.42,-0.533945385337593
25,5,30,2.44,-0.568216532631452
25,5,30,2.46,-0.608426791878224
25,5,30,2.48,-0.656319953866047
25,5,30,2.5,-0.714323466474105
25,5,30,2.52,-0.785883538315889
25,5,30,2.54,-0.875996585587043
25,5,30,2.56,-0.992066445846715
25,5,30,2.58,-1.14530056878145
25,5,30,2.6,-1.35296548819716
25,5,30,2.62,-1.64183305661172
25,5,30,2.64,-2.05241605660373
25,5,30,2.66,-2.63928150103014
25,5,30,2.68,-3.44485315467141
25,5,30,2.7,-4.37738543637507
25,5,30,2.72,-4.97318712892453
25,5,30,2.74,-4.67007085502098
25,5,30,2.76,-3.74553371227381
25,5,30,2.78,-2.825921084762
25,5,30,2.8,-2.1401028637379
25.5,0,30,1.8,-0.198392276010439
25.5,0,30,1.82,-0.203687902854427
25.5,0,30,1.84,-0.209188062737538
25.5,0,30,1.86,-0.214902306188243
25.5,0,30,1.88,-0.220841537038911
25.5,0,30,1.9,-0.227018171060815
25.5,0,30,1.92,-0.23344632754523
25.5,0,30,1.94,-0.240142060664577
25.5,0,30,1.96,-0.247123639113931
25.5,0,30,1.98,-0.254411884657624
25.5,0,30,2,-0.262030582931543
25.5,0,30,2.02,-0.270006983371956
25.5,0,30,2.04,-0.278372409719394
25.5,0,30,2.06,-0.287163008541171
25.5,0,30,2.08,-0.296420671126151
25.5,0,30,2.1,-0.306194174624128
25.5,0,30,2.12,-0.316540602405129
25.5,0,30,2.14,-0.327527122687006
25.5,0,30,2.16,-0.339233230510468
25.5,0,30,2.18,-0.351753594011814
25.5,0,30,2.2,-0.365201695881286
25.5,0,30,2.22,-0.379714531169981
25.5,0,30,2.24,-0.39545872264129
25.5,0,30,2.26,-0.412638558993928
25.5,0,30,2.28,-0.431506671644586
25.5,0,30,2.3,-0.452378377008109
25.5,0,30,2.32,-0.47565117845976
25.5,0,30,2.34,-0.501831634438244
25.5,0,30,2.36,-0.531572902666135
25.5,0,30,2.38,-0.565728009435033
25.5,0,30,2.4,-0.605426682098872
25.5,0,30,2.42,-0.652188138213673
25.5,0,30,2.44,-0.708089799238336
25.5,0,30,2.46,-0.776024705171287
25.5,0,30,2.48,-0.86010236521695
25.5,0,30,2.5,-0.96628567646733
25.5,0,30,2.52,-1.10342133720298
25.5,0,30,2.54,-1.28492670978316
25.5,0,30,2.56,-1.5315409850877
25.5,0,30,2.58,-1.8756164552786
25.5,0,30,2.6,-2.36672354893627
25.5,0,30,2.62,-3.07365507253788
25.5,0,30,2.64,-4.05674122847876
25.5,0,30,2.66,-5.21933979670759
25.5,0,30,2.68,-5.97142183008077
25.5,0,30,2.7,-5.55908349546573
25.5,0,30,2.72,-4.38963137689323
25.5,0,30,2.74,-3.27027067425091
25.5,0,30,2.76,-2.4513655934903
25.5,0,30,2.78,-1.89476937295989
25.5,0,30,2.8,-1.51930883786712
25.5,1,30,1.8,-0.198392276010439
25.5,1,30,1.82,-0.203687902854427
25.5,1,30,1.84,-0.209188062737538
25.5,1,30,1.86,-0.214902306188243
25.5,1,30,1.88,-0.220841537038911
25.5,1,30,1.9,-0.227018171060815
25.5,1,30,1.92,-0.23344632754523
25.5,1,30,1.94,-0.240142060664577
25.5,1,30,1.96,-0.247123639113931
25.5,1,30,1.98,-0.254411884657624
25.5,1,30,2,-0.262030582931543
25.5,1,30,2.02,-0.270006983371956
25.5,1,30,2.04,-0.278372409719394
25.5,1,30,2.06,-0.287163008541171
25.5,1,30,2.08,-0.296420671126151
25.5,1,30,2.1,-0.306194174624128
25.5,1,30,2.12,-0.316540602405129
25.5,1,30,2.14,-0.327527122687006
25.5,1,30,2.16,-0.339233230510468
25.5,1,30,2.18,-0.351753594011814
25.5,1,30,2.2,-0.365201695881286
25.5,1,30,2.22,-0.379714531169981
25.5,1,30,2.24,-0.39545872264129
25.5,1,30,2.26,-0.412638558993928
25.5,1,30,2.28,-0.431506671644586
25.5,1,30,2.3,-0.452378377008109
25.5,1,30,2.32,-0.47565117845976
25.5,1,30,2.34,-0.501831634438244
25.5,1,30,2.36,-0.531572902666135
25.5,1,30,2.38,-0.565728009435033
25.5,1,30,2.4,-0.605426682098872
25.5,1,30,2.42,-0.652188138213673
25.5,1,30,2.44,-0.708089799238336
25.5,1,30,2.46,-0.776024705171287
25.5,1,30,2.48,-0.86010236521695
25.5,1,30,2.5,-0.96628567646733
25.5,1,30,2.52,-1.10342133720298
25.5,1,30,2.54,-1.28492670978316
25.5,1,30,2.56,-1.5315409850877
25.5,1,30,2.58,-1.8756164552786
25.5,1,30,2.6,-2.36672354893627
25.5,1,30,2.62,-3.07365507253788
25.5,1,30,2.64,-4.05674122847876
25.5,1,30,2.66,-5.21933979670759
25.5,1,30,2.68,-5.97142183008077
25.5,1,30,2.7,-5.55908349546573
25.5,1,30,2.72,-4.38963137689323
25.5,1,30,2.74,-3.27027067425091
25.5,1,30,2.76,-2.4513655934903
25.5,1,30,2.78,-1.89476937295989
25.5,1,30,2.8,-1.51930883786712
25.5,2,30,1.8,-0.198392276010439
25.5,2,30,1.82,-0.203687902854427
25.5,2,30,1.84,-0.209188062737538
25.5,2,30,1.86,-0.214902306188243
25.5,2,30,1.88,-0.220841537038911
25.5,2,30,1.9,-0.227018171060815
25.5,2,30,1.92,-0.23344632754523
25.5,2,30,1.94,-0.240142060664577
25.5,2,30,1.96,-0.247123639113931
25.5,2,30,1.98,-0.254411884657624
25.5,2,30,2,-0.262030582931543
25.5,2,30,2.02,-0.270006983371956
25.5,2,30,2.04,-0.278372409719394
25.5,2,30,2.06,-0.287163008541171
25.5,2,30,2.08,-0.296420671126151
25.5,2,30,2.1,-0.306194174624128
25.5,2,30,2.12,-0.316540602405129
25.5,2,30,2.14,-0.327527122687006
25.5,2,30,2.16,-0.339233230510468
25.5,2,30,2.18,-0.351753594011814
25.5,2,30,2.2,-0.365201695881286
25.5,2,30,2.22,-0.379714531169981
25.5,2,30,2.24,-0.39545872264129
25.5,2,30,2.26,-0.412638558993928
25.5,2,30,2.28,-0.431506671644586
25.5,2,30,2.3,-0.452378377008109
25.5,2,30,2.32,-0.47565117845976
25.5,2,30,2.34,-0.501831634438244
25.5,2,30,2.36,-0.531572902666135
25.5,2,30,2.38,-0.565728009435033
25.5,2,30,2.4,-0.605426682098872
25.5,2,30,2.42,-0.652188138213673
25.5,2,30,2.44,-0.708089799238336
25.5,2,30,2.46,-0.776024705171287
25.5,2,30,2.48,-0.86010236521695
25.5,2,30,2.5,-0.96628567646733
25.5,2,30,2.52,-1.10342133720298
25.5,2,30,2.54,-1.28492670978316
25.5,2,30,2.56,-1.5315409850877
25.5,2,30,2.58,-1.8756164552786
25.5,2,30,2.6,-2.36672354893627
25.5,2,30,2.62,-3.07365507253788
25.5,2,30,2.64,-4.05674122847876
25.5,2,30,2.66,-5.21933979670759
25.5,2,30,2.68,-5.97142183008077
25.5,2,30,2.7,-5.55908349546573
25.5,2,30,2.72,-4.38963137689323
25.5,2,30,2.74,-3.27027067425091
25.5,2,30,2.76,-2.4513655934903
25.5,2,30,2.78,-1.89476937295989
25.5,2,30,2.8,-1.51930883786712
25.5,3,30,1.8,-0.198392276010439
25.5,3,30,1.82,-0.203687902854427
25.5,3,30,1.84,-0.209188062737538
25.5,3,30,1.86,-0.214902306188243
25.5,3,30,1.88,-0.220841537038911
25.5,3,30,1.9,-0.227018171060815
25.5,3,30,1.92,-0.23344632754523
25.5,3,30,1.94,-0.240142060664577
25.5,3,30,1.96,-0.247123639113931
25.5,3,30,1.98,-0.254411884657624
25.5,3,30,2,-0.262030582931543
25.5,3,30,2.02,-0.270006983371956
25.5,3,30,2.04,-0.278372409719394
25.5,3,30,2.06,-0.287163008541171
25.5,3,30,2.08,-0.296420671126151
25.5,3,30,2.1,-0.306194174624128
25.5,3,30,2.12,-0.316540602405129
25.5,3,30,2.14,-0.327527122687006
25.5,3,30,2.16,-0.339233230510468
25.5,3,30,2.18,-0.351753594011814
25.5,3,30,2.2,-0.365201695881286
25.5,3,30,2.22,-0.379714531169981
25.5,3,30,2.24,-0.39545872264129
25.5,3,30,2.26,-0.412638558993928
25.5,3,30,2.28,-0.431506671644586
25.5,3,30,2.3,-0.452378377008109
25.5,3,30,2.32,-0.47565117845976
25.5,3,30,2.34,-0.501831634438244
25.5,3,30,2.36,-0.531572902666135
25.5,3,30,2.38,-0.565728009435033
25.5,3,30,2.4,-0.605426682098872
25.5,3,30,2.42,-0.652188138213673
25.5,3,30,2.44,-0.708089799238336
25.5,3,30,2.46,-0.776024705171287
25.5,3,30,2.48,-0.86010236521695
25.5,3,30,2.5,-0.96628567646733
25.5,3,30,2.52,-1.10342133720298
25.5,3,30,2.54,-1.28492670978316
25.5,3,30,2.56,-1.5315409850877
25.5,3,30,2.58,-1.8756164552786
25.5,3,30,2.6,-2.36672354893627
25.5,3,30,2.62,-3.07365507253788
25.5,3,30,2.64,-4.05674122847876
25.5,3,30,2.66,-5.21933979670759
25.5,3,30,2.68,-5.97142183008077
25.5,3,30,2.7,-5.55908349546573
25.5,3,30,2.72,-4.38963137689323
25.5,3,30,2.74,-3.27027067425091
25.5,3,30,2.76,-2.4513655934903
25.5,3,30,2.78,-1.89476937295989
25.5,3,30,2.8,-1.51930883786712
25.5,4,30,1.8,-0.198392276010439
25.5,4,30,1.82,-0.203687902854427
25.5,4,30,1.84,-0.209188062737538
25.5,4,30,1.86,-0.214902306188243
25.5,4,30,1.88,-0.220841537038911
25.5,4,30,1.9,-0.227018171060815
25.5,4,30,1.92,-0.23344632754523
25.5,4,30,1.94,-0.240142060664577
25.5,4,30,1.96,-0.247123639113931
25.5,4,30,1.98,-0.254411884657624
25.5,4,30,2,-0.262030582931543
25.5,4,30,2.02,-0.270006983371956
25.5,4,30,2.04,-0.278372409719394
25.5,4,30,2.06,-0.287163008541171
25.5,4,30,2.08,-0.296420671126151
25.5,4,30,2.1,-0.306194174624128
25.5,4,30,2.12,-0.316540602405129
25.5,4,30,2.14,-0.327527122687006
25.5,4,30,2.16,-0.339233230510468
25.5,4,30,2.18,-0.351753594011814
25.5,4,30,2.2,-0.365201695881286
25.5,4,30,2.22,-0.379714531169981
25.5,4,30,2.24,-0.39545872264129
25.5,4,30,2.26,-0.412638558993928
25.5,4,30,2.28,-0.431506671644586
25.5,4,30,2.3,-0.452378377008109
25.5,4,30,2.32,-0.47565117845976
25.5,4,30,2.34,-0.501831634438244
25.5,4,30,2.36,-0.531572902666135
25.5,4,30,2.38,-0.565728009435033
25.5,4,30,2.4,-0.605426682098872
25.5,4,30,2.42,-0.652188138213673
25.5,4,30,2.44,-0.708089799238336
25.5,4,30,2.46,-0.776024705171287
25.5,4,30,2.48,-0.86010236521695
25.5,4,30,2.5,-0.96628567646733
25.5,4,30,2.52,-1.10342133720298
25.5,4,30,2.54,-1.28492670978316
25.5,4,30,2.56,-1.5315409850877
25.5,4,30,2.58,-1.8756164552786
