"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
27,2,32,2.02,-0.286767585492864
27,2,32,2.04,-0.297435603139151
27,2,32,2.06,-0.30893837038059
27,2,32,2.08,-0.32140483542084
27,2,32,2.1,-0.334990446538493
27,2,32,2.12,-0.349884354317638
27,2,32,2.14,-0.366318928616093
27,2,32,2.16,-0.384582476605489
27,2,32,2.18,-0.405036445027444
27,2,32,2.2,-0.428138991758916
27,2,32,2.22,-0.454477740017358
27,2,32,2.24,-0.484815985143068
27,2,32,2.26,-0.520158952401924
27,2,32,2.28,-0.561850500194085
27,2,32,2.3,-0.611716979466005
27,2,32,2.32,-0.67228569517062
27,2,32,2.34,-0.747124050600468
27,2,32,2.36,-0.841378456034958
27,2,32,2.38,-0.962651482392545
27,2,32,2.4,-1.12246343621582
27,2,32,2.42,-1.33873701696154
27,2,32,2.44,-1.64006372024252
27,2,32,2.46,-2.07290687336189
27,2,32,2.48,-2.71262418121628
27,2,32,2.5,-3.67369049027751
27,2,32,2.52,-5.08035061910316
27,2,32,2.54,-6.80780038045844
27,2,32,2.56,-7.72962183311879
27,2,32,2.58,-6.69223263840799
27,2,32,2.6,-4.9613665921009
27,2,32,2.62,-3.58766687660018
27,2,32,2.64,-2.66008727077714
27,2,32,2.66,-2.04891620727006
27,2,32,2.68,-1.64029491609599
27,2,32,2.7,-1.36006402008572
27,2,32,2.72,-1.16268599554084
27,2,32,2.74,-1.020201390475
27,2,32,2.76,-0.915111609583641
27,2,32,2.78,-0.83618450117904
27,2,32,2.8,-0.776017661462846
27,3,32,1.8,-0.202310529500172
27,3,32,1.82,-0.208446491190831
27,3,32,1.84,-0.214775532670392
27,3,32,1.86,-0.221329056602882
27,3,32,1.88,-0.228140927342152
27,3,32,1.9,-0.235248073836062
27,3,32,1.92,-0.242691217042804
27,3,32,1.94,-0.250515753670198
27,3,32,1.96,-0.25877283738873
27,3,32,1.98,-0.267520711155788
27,3,32,2,-0.276826361122631
27,3,32,2.02,-0.286767585492864
27,3,32,2.04,-0.297435603139151
27,3,32,2.06,-0.30893837038059
27,3,32,2.08,-0.32140483542084
27,3,32,2.1,-0.334990446538493
27,3,32,2.12,-0.349884354317638
27,3,32,2.14,-0.366318928616093
27,3,32,2.16,-0.384582476605489
27,3,32,2.18,-0.405036445027444
27,3,32,2.2,-0.428138991758916
27,3,32,2.22,-0.454477740017358
27,3,32,2.24,-0.484815985143068
27,3,32,2.26,-0.520158952401924
27,3,32,2.28,-0.561850500194085
27,3,32,2.3,-0.611716979466005
27,3,32,2.32,-0.67228569517062
27,3,32,2.34,-0.747124050600468
27,3,32,2.36,-0.841378456034958
27,3,32,2.38,-0.962651482392545
27,3,32,2.4,-1.12246343621582
27,3,32,2.42,-1.33873701696154
27,3,32,2.44,-1.64006372024252
27,3,32,2.46,-2.07290687336189
27,3,32,2.48,-2.71262418121628
27,3,32,2.5,-3.67369049027751
27,3,32,2.52,-5.08035061910316
27,3,32,2.54,-6.80780038045844
27,3,32,2.56,-7.72962183311879
27,3,32,2.58,-6.69223263840799
27,3,32,2.6,-4.9613665921009
27,3,32,2.62,-3.58766687660018
27,3,32,2.64,-2.66008727077714
27,3,32,2.66,-2.04891620727006
27,3,32,2.68,-1.64029491609599
27,3,32,2.7,-1.36006402008572
27,3,32,2.72,-1.16268599554084
27,3,32,2.74,-1.020201390475
27,3,32,2.76,-0.915111609583641
27,3,32,2.78,-0.83618450117904
27,3,32,2.8,-0.776017661462846
27,4,32,1.8,-0.202310529500172
27,4,32,1.82,-0.208446491190831
27,4,32,1.84,-0.214775532670392
27,4,32,1.86,-0.221329056602882
27,4,32,1.88,-0.228140927342152
27,4,32,1.9,-0.235248073836062
27,4,32,1.92,-0.242691217042804
27,4,32,1.94,-0.250515753670198
27,4,32,1.96,-0.25877283738873
27,4,32,1.98,-0.267520711155788
27,4,32,2,-0.276826361122631
27,4,32,2.02,-0.286767585492864
27,4,32,2.04,-0.297435603139151
27,4,32,2.06,-0.30893837038059
27,4,32,2.08,-0.32140483542084
27,4,32,2.1,-0.334990446538493
27,4,32,2.12,-0.349884354317638
27,4,32,2.14,-0.366318928616093
27,4,32,2.16,-0.384582476605489
27,4,32,2.18,-0.405036445027444
27,4,32,2.2,-0.428138991758916
27,4,32,2.22,-0.454477740017358
27,4,32,2.24,-0.484815985143068
27,4,32,2.26,-0.520158952401924
27,4,32,2.28,-0.561850500194085
27,4,32,2.3,-0.611716979466005
27,4,32,2.32,-0.67228569517062
27,4,32,2.34,-0.747124050600468
27,4,32,2.36,-0.841378456034958
27,4,32,2.38,-0.962651482392545
27,4,32,2.4,-1.12246343621582
27,4,32,2.42,-1.33873701696154
27,4,32,2.44,-1.64006372024252
27,4,32,2.46,-2.07290687336189
27,4,32,2.48,-2.71262418121628
27,4,32,2.5,-3.67369049027751
27,4,32,2.52,-5.08035061910316
27,4,32,2.54,-6.80780038045844
27,4,32,2.56,-7.72962183311879
27,4,32,2.58,-6.69223263840799
27,4,32,2.6,-4.9613665921009
27,4,32,2.62,-3.58766687660018
27,4,32,2.64,-2.66008727077714
27,4,32,2.66,-2.04891620727006
27,4,32,2.68,-1.64029491609599
27,4,32,2.7,-1.36006402008572
27,4,32,2.72,-1.16268599554084
27,4,32,2.74,-1.020201390475
27,4,32,2.76,-0.915111609583641
27,4,32,2.78,-0.83618450117904
27,4,32,2.8,-0.776017661462846
27,5,32,1.8,-0.202310529500172
27,5,32,1.82,-0.208446491190831
27,5,32,1.84,-0.214775532670392
27,5,32,1.86,-0.221329056602882
27,5,32,1.88,-0.228140927342152
27,5,32,1.9,-0.235248073836062
27,5,32,1.92,-0.242691217042804
27,5,32,1.94,-0.250515753670198
27,5,32,1.96,-0.25877283738873
27,5,32,1.98,-0.267520711155788
27,5,32,2,-0.276826361122631
27,5,32,2.02,-0.286767585492864
27,5,32,2.04,-0.297435603139151
27,5,32,2.06,-0.30893837038059
27,5,32,2.08,-0.32140483542084
27,5,32,2.1,-0.334990446538493
27,5,32,2.12,-0.349884354317638
27,5,32,2.14,-0.366318928616093
27,5,32,2.16,-0.384582476605489
27,5,32,2.18,-0.405036445027444
27,5,32,2.2,-0.428138991758916
27,5,32,2.22,-0.454477740017358
27,5,32,2.24,-0.484815985143068
27,5,32,2.26,-0.520158952401924
27,5,32,2.28,-0.561850500194085
27,5,32,2.3,-0.611716979466005
27,5,32,2.32,-0.67228569517062
27,5,32,2.34,-0.747124050600468
27,5,32,2.36,-0.841378456034958
27,5,32,2.38,-0.962651482392545
27,5,32,2.4,-1.12246343621582
27,5,32,2.42,-1.33873701696154
27,5,32,2.44,-1.64006372024252
27,5,32,2.46,-2.07290687336189
27,5,32,2.48,-2.71262418121628
27,5,32,2.5,-3.67369049027751
27,5,32,2.52,-5.08035061910316
27,5,32,2.54,-6.80780038045844
27,5,32,2.56,-7.72962183311879
27,5,32,2.58,-6.69223263840799
27,5,32,2.6,-4.9613665921009
27,5,32,2.62,-3.58766687660018
27,5,32,2.64,-2.66008727077714
27,5,32,2.66,-2.04891620727006
27,5,32,2.68,-1.64029491609599
27,5,32,2.7,-1.36006402008572
27,5,32,2.72,-1.16268599554084
27,5,32,2.74,-1.020201390475
27,5,32,2.76,-0.915111609583641
27,5,32,2.78,-0.83618450117904
27,5,32,2.8,-0.776017661462846
27.5,0,32,1.8,-0.203663876982331
27.5,0,32,1.82,-0.209975172906464
27.5,0,32,1.84,-0.216516230492095
27.5,0,32,1.86,-0.223321493122201
27.5,0,32,1.88,-0.230429010025103
27.5,0,32,1.9,-0.237881267676463
27.5,0,32,1.92,-0.245726204856824
27.5,0,32,1.94,-0.254018461150491
27.5,0,32,1.96,-0.262820924192482
27.5,0,32,1.98,-0.272206662049006
27.5,0,32,2,-0.282261356010502
27.5,0,32,2.02,-0.293086389073787
27.5,0,32,2.04,-0.304802801340968
27.5,0,32,2.06,-0.317556402706177
27.5,0,32,2.08,-0.331524446484109
27.5,0,32,2.1,-0.346924431842571
27.5,0,32,2.12,-0.364025844155093
27.5,0,32,2.14,-0.3831660019734
27.5,0,32,2.16,-0.404771723574149
27.5,0,32,2.18,-0.429389363456258
27.5,0,32,2.2,-0.457727080520015
27.5,0,32,2.22,-0.490715292089877
27.5,0,32,2.24,-0.529594674157508
27.5,0,32,2.26,-0.576046732061885
27.5,0,32,2.28,-0.632391596242149
27.5,0,32,2.3,-0.701894455633246
27.5,0,32,2.32,-0.789251888100187
27.5,0,32,2.34,-0.901383691397022
27.5,0,32,2.36,-1.04875656653212
27.5,0,32,2.38,-1.24765425731013
27.5,0,32,2.4,-1.5241544288698
27.5,0,32,2.42,-1.9211530542987
27.5,0,32,2.44,-2.51042401391237
27.5,0,32,2.46,-3.41037993929085
27.5,0,32,2.48,-4.79356642706948
27.5,0,32,2.5,-6.75959394860326
27.5,0,32,2.52,-8.54066235117029
27.5,0,32,2.54,-8.01574369241702
27.5,0,32,2.56,-5.9647356331374
27.5,0,32,2.58,-4.22799687822061
27.5,0,32,2.6,-3.06750781265073
27.5,0,32,2.62,-2.31732196575962
27.5,0,32,2.64,-1.82441509114305
27.5,0,32,2.66,-1.49115060511449
27.5,0,32,2.68,-1.25900821850994
27.5,0,32,2.7,-1.09282615142693
27.5,0,32,2.72,-0.971001047544983
27.5,0,32,2.74,-0.879880879170833
27.5,0,32,2.76,-0.810586452926849
27.5,0,32,2.78,-0.757182480430704
27.5,0,32,2.8,-0.715600082523679
27.5,1,32,1.8,-0.203663876982331
27.5,1,32,1.82,-0.209975172906464
27.5,1,32,1.84,-0.216516230492095
27.5,1,32,1.86,-0.223321493122201
27.5,1,32,1.88,-0.230429010025103
27.5,1,32,1.9,-0.237881267676463
27.5,1,32,1.92,-0.245726204856824
27.5,1,32,1.94,-0.254018461150491
27.5,1,32,1.96,-0.262820924192482
27.5,1,32,1.98,-0.272206662049006
27.5,1,32,2,-0.282261356010502
27.5,1,32,2.02,-0.293086389073787
27.5,1,32,2.04,-0.304802801340968
27.5,1,32,2.06,-0.317556402706177
27.5,1,32,2.08,-0.331524446484109
27.5,1,32,2.1,-0.346924431842571
27.5,1,32,2.12,-0.364025844155093
27.5,1,32,2.14,-0.3831660019734
27.5,1,32,2.16,-0.404771723574149
27.5,1,32,2.18,-0.429389363456258
27.5,1,32,2.2,-0.457727080520015
27.5,1,32,2.22,-0.490715292089877
27.5,1,32,2.24,-0.529594674157508
27.5,1,32,2.26,-0.576046732061885
27.5,1,32,2.28,-0.632391596242149
27.5,1,32,2.3,-0.701894455633246
27.5,1,32,2.32,-0.789251888100187
27.5,1,32,2.34,-0.901383691397022
27.5,1,32,2.36,-1.04875656653212
27.5,1,32,2.38,-1.24765425731013
27.5,1,32,2.4,-1.5241544288698
27.5,1,32,2.42,-1.9211530542987
27.5,1,32,2.44,-2.51042401391237
27.5,1,32,2.46,-3.41037993929085
27.5,1,32,2.48,-4.79356642706948
27.5,1,32,2.5,-6.75959394860326
27.5,1,32,2.52,-8.54066235117029
27.5,1,32,2.54,-8.01574369241702
27.5,1,32,2.56,-5.9647356331374
27.5,1,32,2.58,-4.22799687822061
27.5,1,32,2.6,-3.06750781265073
27.5,1,32,2.62,-2.31732196575962
27.5,1,32,2.64,-1.82441509114305
27.5,1,32,2.66,-1.49115060511449
27.5,1,32,2.68,-1.25900821850994
27.5,1,32,2.7,-1.09282615142693
27.5,1,32,2.72,-0.971001047544983
27.5,1,32,2.74,-0.879880879170833
27.5,1,32,2.76,-0.810586452926849
27.5,1,32,2.78,-0.757182480430704
27.5,1,32,2.8,-0.715600082523679
27.5,2,32,1.8,-0.203663876982331
27.5,2,32,1.82,-0.209975172906464
27.5,2,32,1.84,-0.216516230492095
27.5,2,32,1.86,-0.223321493122201
27.5,2,32,1.88,-0.230429010025103
27.5,2,32,1.9,-0.237881267676463
27.5,2,32,1.92,-0.245726204856824
27.5,2,32,1.94,-0.254018461150491
27.5,2,32,1.96,-0.262820924192482
27.5,2,32,1.98,-0.272206662049006
27.5,2,32,2,-0.282261356010502
27.5,2,32,2.02,-0.293086389073787
27.5,2,32,2.04,-0.304802801340968
27.5,2,32,2.06,-0.317556402706177
27.5,2,32,2.08,-0.331524446484109
27.5,2,32,2.1,-0.346924431842571
27.5,2,32,2.12,-0.364025844155093
27.5,2,32,2.14,-0.3831660019734
27.5,2,32,2.16,-0.404771723574149
27.5,2,32,2.18,-0.429389363456258
27.5,2,32,2.2,-0.457727080520015
27.5,2,32,2.22,-0.490715292089877
27.5,2,32,2.24,-0.529594674157508
27.5,2,32,2.26,-0.576046732061885
27.5,2,32,2.28,-0.632391596242149
27.5,2,32,2.3,-0.701894455633246
27.5,2,32,2.32,-0.789251888100187
27.5,2,32,2.34,-0.901383691397022
27.5,2,32,2.36,-1.04875656653212
27.5,2,32,2.38,-1.24765425731013
27.5,2,32,2.4,-1.5241544288698
27.5,2,32,2.42,-1.9211530542987
27.5,2,32,2.44,-2.51042401391237
27.5,2,32,2.46,-3.41037993929085
27.5,2,32,2.48,-4.79356642706948
27.5,2,32,2.5,-6.75959394860326
27.5,2,32,2.52,-8.54066235117029
27.5,2,32,2.54,-8.01574369241702
27.5,2,32,2.56,-5.9647356331374
27.5,2,32,2.58,-4.22799687822061
27.5,2,32,2.6,-3.06750781265073
27.5,2,32,2.62,-2.31732196575962
27.5,2,32,2.64,-1.82441509114305
27.5,2,32,2.66,-1.49115060511449
27.5,2,32,2.68,-1.25900821850994
27.5,2,32,2.7,-1.09282615142693
27.5,2,32,2.72,-0.971001047544983
27.5,2,32,2.74,-0.879880879170833
27.5,2,32,2.76,-0.810586452926849
27.5,2,32,2.78,-0.757182480430704
27.5,2,32,2.8,-0.715600082523679
27.5,3,32,1.8,-0.203663876982331
27.5,3,32,1.82,-0.209975172906464
27.5,3,32,1.84,-0.216516230492095
27.5,3,32,1.86,-0.223321493122201
27.5,3,32,1.88,-0.230429010025103
27.5,3,32,1.9,-0.237881267676463
27.5,3,32,1.92,-0.245726204856824
27.5,3,32,1.94,-0.254018461150491
27.5,3,32,1.96,-0.262820924192482
27.5,3,32,1.98,-0.272206662049006
27.5,3,32,2,-0.282261356010502
27.5,3,32,2.02,-0.293086389073787
27.5,3,32,2.04,-0.304802801340968
27.5,3,32,2.06,-0.317556402706177
27.5,3,32,2.08,-0.331524446484109
27.5,3,32,2.1,-0.346924431842571
27.5,3,32,2.12,-0.364025844155093
27.5,3,32,2.14,-0.3831660019734
27.5,3,32,2.16,-0.404771723574149
27.5,3,32,2.18,-0.429389363456258
27.5,3,32,2.2,-0.457727080520015
27.5,3,32,2.22,-0.490715292089877
27.5,3,32,2.24,-0.529594674157508
27.5,3,32,2.26,-0.576046732061885
27.5,3,32,2.28,-0.632391596242149
27.5,3,32,2.3,-0.701894455633246
27.5,3,32,2.32,-0.789251888100187
27.5,3,32,2.34,-0.901383691397022
27.5,3,32,2.36,-1.04875656653212
27.5,3,32,2.38,-1.24765425731013
27.5,3,32,2.4,-1.5241544288698
27.5,3,32,2.42,-1.9211530542987
27.5,3,32,2.44,-2.51042401391237
27.5,3,32,2.46,-3.41037993929085
27.5,3,32,2.48,-4.79356642706948
27.5,3,32,2.5,-6.75959394860326
27.5,3,32,2.52,-8.54066235117029
27.5,3,32,2.54,-8.01574369241702
27.5,3,32,2.56,-5.9647356331374
27.5,3,32,2.58,-4.22799687822061
27.5,3,32,2.6,-3.06750781265073
27.5,3,32,2.62,-2.31732196575962
27.5,3,32,2.64,-1.82441509114305
27.5,3,32,2.66,-1.49115060511449
27.5,3,32,2.68,-1.25900821850994
27.5,3,32,2.7,-1.09282615142693
27.5,3,32,2.72,-0.971001047544983
27.5,3,32,2.74,-0.879880879170833
27.5,3,32,2.76,-0.810586452926849
27.5,3,32,2.78,-0.757182480430704
27.5,3,32,2.8,-0.715600082523679
27.5,4,32,1.8,-0.203663876982331
27.5,4,32,1.82,-0.209975172906464
27.5,4,32,1.84,-0.216516230492095
27.5,4,32,1.86,-0.223321493122201
27.5,4,32,1.88,-0.230429010025103
27.5,4,32,1.9,-0.237881267676463
27.5,4,32,1.92,-0.245726204856824
27.5,4,32,1.94,-0.254018461150491
27.5,4,32,1.96,-0.262820924192482
27.5,4,32,1.98,-0.272206662049006
27.5,4,32,2,-0.282261356010502
27.5,4,32,2.02,-0.293086389073787
27.5,4,32,2.04,-0.304802801340968
27.5,4,32,2.06,-0.317556402706177
27.5,4,32,2.08,-0.331524446484109
27.5,4,32,2.1,-0.346924431842571
27.5,4,32,2.12,-0.364025844155093
27.5,4,32,2.14,-0.3831660019734
27.5,4,32,2.16,-0.404771723574149
27.5,4,32,2.18,-0.429389363456258
27.5,4,32,2.2,-0.457727080520015
27.5,4,32,2.22,-0.490715292089877
27.5,4,32,2.24,-0.529594674157508
27.5,4,32,2.26,-0.576046732061885
27.5,4,32,2.28,-0.632391596242149
27.5,4,32,2.3,-0.701894455633246
27.5,4,32,2.32,-0.789251888100187
27.5,4,32,2.34,-0.901383691397022
27.5,4,32,2.36,-1.04875656653212
27.5,4,32,2.38,-1.24765425731013
27.5,4,32,2.4,-1.5241544288698
27.5,4,32,2.42,-1.9211530542987
27.5,4,32,2.44,-2.51042401391237
27.5,4,32,2.46,-3.41037993929085
27.5,4,32,2.48,-4.79356642706948
27.5,4,32,2.5,-6.75959394860326
27.5,4,32,2.52,-8.54066235117029
27.5,4,32,2.54,-8.01574369241702
27.5,4,32,2.56,-5.9647356331374
27.5,4,32,2.58,-4.22799687822061
27.5,4,32,2.6,-3.06750781265073
27.5,4,32,2.62,-2.31732196575962
27.5,4,32,2.64,-1.82441509114305
27.5,4,32,2.66,-1.49115060511449
27.5,4,32,2.68,-1.25900821850994
27.5,4,32,2.7,-1.09282615142693
27.5,4,32,2.72,-0.971001047544983
27.5,4,32,2.74,-0.879880879170833
27.5,4,32,2.76,-0.810586452926849
27.5,4,32,2.78,-0.757182480430704
27.5,4,32,2.8,-0.715600082523679
27.5,5,32,1.8,-0.203663876982331
27.5,5,32,1.82,-0.209975172906464
27.5,5,32,1.84,-0.216516230492095
27.5,5,32,1.86,-0.223321493122201
27.5,5,32,1.88,-0.230429010025103
27.5,5,32,1.9,-0.237881267676463
27.5,5,32,1.92,-0.245726204856824
27.5,5,32,1.94,-0.254018461150491
27.5,5,32,1.96,-0.262820924192482
27.5,5,32,1.98,-0.272206662049006
27.5,5,32,2,-0.282261356010502
27.5,5,32,2.02,-0.293086389073787
27.5,5,32,2.04,-0.304802801340968
27.5,5,32,2.06,-0.317556402706177
27.5,5,32,2.08,-0.331524446484109
27.5,5,32,2.1,-0.346924431842571
27.5,5,32,2.12,-0.364025844155093
27.5,5,32,2.14,-0.3831660019734
27.5,5,32,2.16,-0.404771723574149
27.5,5,32,2.18,-0.429389363456258
27.5,5,32,2.2,-0.457727080520015
27.5,5,32,2.22,-0.490715292089877
27.5,5,32,2.24,-0.529594674157508
27.5,5,32,2.26,-0.576046732061885
27.5,5,32,2.28,-0.632391596242149
27.5,5,32,2.3,-0.701894455633246
27.5,5,32,2.32,-0.789251888100187
27.5,5,32,2.34,-0.901383691397022
27.5,5,32,2.36,-1.04875656653212
27.5,5,32,2.38,-1.24765425731013
27.5,5,32,2.4,-1.5241544288698
27.5,5,32,2.42,-1.9211530542987
27.5,5,32,2.44,-2.51042401391237
27.5,5,32,2.46,-3.41037993929085
27.5,5,32,2.48,-4.79356642706948
27.5,5,32,2.5,-6.75959394860326
27.5,5,32,2.52,-8.54066235117029
27.5,5,32,2.54,-8.01574369241702
27.5,5,32,2.56,-5.9647356331374
27.5,5,32,2.58,-4.22799687822061
27.5,5,32,2.6,-3.06750781265073
27.5,5,32,2.62,-2.31732196575962
27.5,5,32,2.64,-1.82441509114305
27.5,5,32,2.66,-1.49115060511449
27.5,5,32,2.68,-1.25900821850994
27.5,5,32,2.7,-1.09282615142693
27.5,5,32,2.72,-0.971001047544983
27.5,5,32,2.74,-0.879880879170833
27.5,5,32,2.76,-0.810586452926849
27.5,5,32,2.78,-0.757182480430704
27.5,5,32,2.8,-0.715600082523679
28,0,32,1.8,-0.214025103839576
28,0,32,1.82,-0.221118570932253
28,0,32,1.84,-0.228526589867441
28,0,32,1.86,-0.236295495943481
28,0,32,1.88,-0.244477668796631
28,0,32,1.9,-0.253132916522125
28,0,32,1.92,-0.262330194593903
28,0,32,1.94,-0.272149757280023
28,0,32,1.96,-0.282685872228234
28,0,32,1.98,-0.294050274670807
28,0,32,2,-0.306376601914697
28,0,32,2.02,-0.319826139900419
28,0,32,2.04,-0.334595344469957
28,0,32,2.06,-0.350925790350594
28,0,32,2.08,-0.369117481641211
28,0,32,2.1,-0.389546877868203
28,0,32,2.12,-0.412691628771776
28,0,32,2.14,-0.43916499938519
28,0,32,2.16,-0.469764523567266
28,0,32,2.18,-0.505541923686178
28,0,32,2.2,-0.547905432216356
28,0,32,2.22,-0.598772520776817
28,0,32,2.24,-0.660802832825694
28,0,32,2.26,-0.737761859641014
28,0,32,2.28,-0.835103334452687
28,0,32,2.3,-0.960927604021224
28,0,32,2.32,-1.12760444731
28,0,32,2.34,-1.35460141381104
28,0,32,2.36,-1.67354505245424
28,0,32,2.38,-2.13743864223972
28,0,32,2.4,-2.83731911779101
28,0,32,2.42,-3.92975830598898
28,0,32,2.44,-5.66211470346055
28,0,32,2.46,-8.22484284660646
28,0,32,2.48,-10.3570902227905
28,0,32,2.5,-8.88954569530058
28,0,32,2.52,-6.22105264993449
28,0,32,2.54,-4.32142553188339
28,0,32,2.56,-3.12138713621812
28,0,32,2.58,-2.35949351132194
28,0,32,2.6,-1.86104224244266
28,0,32,2.62,-1.5236696143605
28,0,32,2.64,-1.28790811966873
28,0,32,2.66,-1.11844924569806
28,0,32,2.68,-0.993679492462924
28,0,32,2.7,-0.899939573394111
28,0,32,2.72,-0.828329307566507
28,0,32,2.74,-0.772883648037334
28,0,32,2.76,-0.729501137730886
28,0,32,2.78,-0.695296003630574
28,0,32,2.8,-0.668195457868594
28,1,32,1.8,-0.214025103839576
28,1,32,1.82,-0.221118570932253
28,1,32,1.84,-0.228526589867441
28,1,32,1.86,-0.236295495943481
28,1,32,1.88,-0.244477668796631
28,1,32,1.9,-0.253132916522125
28,1,32,1.92,-0.262330194593903
28,1,32,1.94,-0.272149757280023
28,1,32,1.96,-0.282685872228234
28,1,32,1.98,-0.294050274670807
28,1,32,2,-0.306376601914697
28,1,32,2.02,-0.319826139900419
28,1,32,2.04,-0.334595344469957
28,1,32,2.06,-0.350925790350594
28,1,32,2.08,-0.369117481641211
28,1,32,2.1,-0.389546877868203
28,1,32,2.12,-0.412691628771776
28,1,32,2.14,-0.43916499938519
28,1,32,2.16,-0.469764523567266
28,1,32,2.18,-0.505541923686178
28,1,32,2.2,-0.547905432216356
28,1,32,2.22,-0.598772520776817
28,1,32,2.24,-0.660802832825694
28,1,32,2.26,-0.737761859641014
28,1,32,2.28,-0.835103334452687
28,1,32,2.3,-0.960927604021224
28,1,32,2.32,-1.12760444731
28,1,32,2.34,-1.35460141381104
28,1,32,2.36,-1.67354505245424
28,1,32,2.38,-2.13743864223972
28,1,32,2.4,-2.83731911779101
28,1,32,2.42,-3.92975830598898
28,1,32,2.44,-5.66211470346055
28,1,32,2.46,-8.22484284660646
28,1,32,2.48,-10.3570902227905
28,1,32,2.5,-8.88954569530058
28,1,32,2.52,-6.22105264993449
28,1,32,2.54,-4.32142553188339
28,1,32,2.56,-3.12138713621812
28,1,32,2.58,-2.35949351132194
28,1,32,2.6,-1.86104224244266
28,1,32,2.62,-1.5236696143605
28,1,32,2.64,-1.28790811966873
28,1,32,2.66,-1.11844924569806
28,1,32,2.68,-0.993679492462924
28,1,32,2.7,-0.899939573394111
28,1,32,2.72,-0.828329307566507
28,1,32,2.74,-0.772883648037334
28,1,32,2.76,-0.729501137730886
28,1,32,2.78,-0.695296003630574
28,1,32,2.8,-0.668195457868594
28,2,32,1.8,-0.214025103839576
28,2,32,1.82,-0.221118570932253
28,2,32,1.84,-0.228526589867441
28,2,32,1.86,-0.236295495943481
28,2,32,1.88,-0.244477668796631
28,2,32,1.9,-0.253132916522125
28,2,32,1.92,-0.262330194593903
28,2,32,1.94,-0.272149757280023
28,2,32,1.96,-0.282685872228234
28,2,32,1.98,-0.294050274670807
28,2,32,2,-0.306376601914697
28,2,32,2.02,-0.319826139900419
28,2,32,2.04,-0.334595344469957
28,2,32,2.06,-0.350925790350594
28,2,32,2.08,-0.369117481641211
28,2,32,2.1,-0.389546877868203
28,2,32,2.12,-0.412691628771776
28,2,32,2.14,-0.43916499938519
28,2,32,2.16,-0.469764523567266
28,2,32,2.18,-0.505541923686178
28,2,32,2.2,-0.547905432216356
28,2,32,2.22,-0.598772520776817
28,2,32,2.24,-0.660802832825694
28,2,32,2.26,-0.737761859641014
28,2,32,2.28,-0.835103334452687
28,2,32,2.3,-0.960927604021224
28,2,32,2.32,-1.12760444731
28,2,32,2.34,-1.35460141381104
28,2,32,2.36,-1.67354505245424
28,2,32,2.38,-2.13743864223972
28,2,32,2.4,-2.83731911779101
28,2,32,2.42,-3.92975830598898
28,2,32,2.44,-5.66211470346055
28,2,32,2.46,-8.22484284660646
28,2,32,2.48,-10.3570902227905
28,2,32,2.5,-8.88954569530058
28,2,32,2.52,-6.22105264993449
28,2,32,2.54,-4.32142553188339
28,2,32,2.56,-3.12138713621812
28,2,32,2.58,-2.35949351132194
28,2,32,2.6,-1.86104224244266
28,2,32,2.62,-1.5236696143605
28,2,32,2.64,-1.28790811966873
28,2,32,2.66,-1.11844924569806
28,2,32,2.68,-0.993679492462924
28,2,32,2.7,-0.899939573394111
28,2,32,2.72,-0.828329307566507
28,2,32,2.74,-0.772883648037334
28,2,32,2.76,-0.729501137730886
28,2,32,2.78,-0.695296003630574
28,2,32,2.8,-0.668195457868594
